class_name,method_name,comment,oracles,oracle_count,entity_count,translation_miss_count,error,tp,fp,fn,exist_tp,exist_fp,exist_fn,setup_time,entity_extraction_time,oracle_detection_time,time
cern.colt.matrix.ObjectMatrix1D,viewSelection(cern.colt.function.ObjectProcedure),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix1D,viewSelectionLike(int[]),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix1D,viewSorted(),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix1D,viewStrides(int),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,cern.colt.matrix.ObjectMatrix2D(),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,"aggregate(cern.colt.function.ObjectObjectFunction, cern.colt.function.ObjectFunction)",,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,"aggregate(cern.colt.matrix.ObjectMatrix2D, cern.colt.function.ObjectObjectFunction, cern.colt.function.ObjectObjectFunction)",,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,assign(java.lang.Object[][]),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,assign(cern.colt.function.ObjectFunction),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,assign(cern.colt.matrix.ObjectMatrix2D),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,"assign(cern.colt.matrix.ObjectMatrix2D, cern.colt.function.ObjectObjectFunction)",,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,assign(java.lang.Object),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,cardinality(),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,copy(),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,equals(java.lang.Object),,"[{'condition': 'true', 'entities': ['this.equals(otherObj)', 'this.equals(otherObj, true)']}]",1,0,0,,1,0,0,1,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,"equals(java.lang.Object, boolean)",,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,"get(int, int)",,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,getContent(),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,"getNonZeros(cern.colt.list.IntArrayList, cern.colt.list.IntArrayList, cern.colt.list.ObjectArrayList)",,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,"getQuick(int, int)",,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,haveSharedCells(cern.colt.matrix.ObjectMatrix2D),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,haveSharedCellsRaw(cern.colt.matrix.ObjectMatrix2D),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,like(),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,"like(int, int)",,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,like1D(int),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,"like1D(int, int, int)",,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,"set(int, int, java.lang.Object)",,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,"setQuick(int, int, java.lang.Object)",,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,toArray(),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,toString(),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,view(),,[],0,0,0,,0,0,1,0,0,1,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,viewColumn(int),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,viewColumnFlip(),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,viewDice(),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,"viewPart(int, int, int, int)",,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,viewRow(int),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,viewRowFlip(),,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
cern.colt.matrix.ObjectMatrix2D,"viewSelection(int[], int[])",,[],0,0,0,,0,0,0,0,0,0,0,0,0,0
